id_comercio|id_bandera|id_sucursal|sucursales_nombre|sucursales_tipo|sucursales_calle|sucursales_numero|sucursales_latitud|sucursales_longitud|sucursales_observaciones|sucursales_barrio|sucursales_codigo_postal|sucursales_localidad|sucursales_provincia|sucursales_lunes_horario_atencion|sucursales_martes_horario_atencion|sucursales_miercoles_horario_atencion|sucursales_jueves_horario_atencion|sucursales_viernes_horario_atencion|sucursales_sabado_horario_atencion|sucursales_domingo_horario_atencion
9|1|72|America y Belgrano Tucuman|Supermercado|Av. de las Américas Esq. Belgrano|0|-26.8094|-65.2479|||4000|SAN MIGUEL DE TUCUMAN|AR-T|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|1|51|NECOCHEA|Supermercado|Av. 59 esq. Calle 38|1660|-38.5611|-58.7305|||7630|NECOCHEA|AR-B|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|09:00 a 21:00
9|1|242|Patio Palmera|Supermercado|AVENIDA CASTILLO PRES RAMON|254|-28.448|-65.7187|||4707|VILLA DOLORES|AR-K|08:30 a 14:00 y 17:00 a 22:00|08:30 a 14:00 y 17:00 a 22:00|08:30 a 14:00 y 17:00 a 22:00|08:30 a 14:00 y 17:00 a 22:00|08:30 a 14:00 y 17:00 a 22:00|08:00 a 22:00|08:00 a 22:00
9|1|150|Padua|Supermercado|AVENIDA PERON PRESIDENTE JUAN DOMINGO|23740|-34.6657|-58.6971|||1718|SAN ANTONIO DE PADUA|AR-B|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:00 a 22:00
9|1|52|SAN CLEMENTE|Supermercado|Calle 3|3189|-36.3588|-56.7186|||7105|SAN CLEMENTE DEL TUYU|AR-B|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00
9|2|953|Venado Tuerto|Supermercado|SAN MARTIN|760|-33.7666|-61.9666|||2600|VENADO TUERTO|AR-S|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30
9|1|430|Funes|Supermercado|RUTA NACIONAL 9|0|-32.9223|-60.8034|||2132|FUNES|AR-S|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00
9|1|544|San Juan|Supermercado|AV. Libertador General San Martín|4795|-31.5292|-68.5877|||5400|SAN JUAN|AR-J|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|1|546|B° Dalvian|Supermercado|Cerro Siete Colores|2496|-32.876|-68.8836|||5500|MENDOZA|AR-M|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:30 a 21:30
9|1|548|SAN CARLOS|Supermercado|BOSCO SAN JUAN|462|-33.7763|-69.062|||5569|EUGENIO BUSTOS|AR-M|09:00 a 13:00 y 16:30 a 21:00|09:00 a 13:00 y 16:30 a 21:00|09:00 a 13:00 y 16:30 a 21:00|09:00 a 13:00 y 16:30 a 21:00|09:00 a 13:00 y 16:30 a 21:00|09:00 a 13:00 y 16:30 a 21:00|09:00 a 13:00 y 17:00 a 21:00
9|1|550|Altos del Solar|Supermercado|Av. Felipe Figueroa Esq. Juan de Sosa y Leon|0|-28.465|-65.8012|||4700|SAN FDO DEL VALLE DE CATAMARCA|AR-K|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|1|631|SAN PEDRO|Supermercado|Balcarce entre Ituzaingo y M. Porta|0|-33.6778|-59.6685|||2930|SAN PEDRO|AR-B|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|09:00 a 21:00
9|1|645|Ciudad de Nieva|Supermercado|Av. Dr. Joaquín Carillo esq. Dr. Vidal|0|-24.1872|-65.3204|||4600|SAN SALVADOR DE JUJUY|AR-Y|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00
9|1|646|Güemes|Supermercado|GUEMES GRAL MARTIN MIGUEL DE|955|-24.1829|-65.3063|||4600|SAN SALVADOR DE JUJUY|AR-Y|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00
9|1|655|Ciudad Judicial|Supermercado|AVENIDA HOUSSAY DR BERNARDO, esq. Colectora|0|-24.7298|-65.4127|||4400|SALTA|AR-A|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30
9|1|656|Salta Sur|Supermercado|Av. Ex Combatientes de Malvinas|3900|-24.8414|-65.4331|||4400|SALTA|AR-A|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00
9|1|668|Rojas|Supermercado|Pueblos Originarios|351|-34.1961|-60.7339|||2705|ROJAS|AR-B|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 A 22:00|09:00 a 21:00
9|1|669|Pergamino|Supermercado|MERCED|1183|-33.8988|-60.5763|||2700|PERGAMINO|AR-B|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 A 22:00|09:00 a 21:00
9|1|674|Resistencia|Supermercado|AVENIDA ALBERDI JUAN BAUTISTA|528|-27.4551|-58.9913|||3500|RESISTENCIA|AR-H|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|1|677|Saladillo|Supermercado|Ministro Soho|2936|-35.6388|-59.7762|||7260|SALADILLO|AR-B|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|Cerrado
9|1|685|Chajari|Supermercado|Av. 9 de Julio e/ Mendoza y Chaco|0|-30.7625|-57.9939|||3228|CHAJARI|AR-E|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|1|686|Gualeguaychú|Supermercado|San Martín entre parana y gualeguay|0|-33.0106|-58.5279|||2820|GUALEGUAYCHU|AR-E|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00
9|1|688|Goya|Supermercado|BELGRANO GRAL MANUEL|799|-29.137|-59.2646|||3450|GOYA|AR-W|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|08:00 a 21:30|08:00 a 22:00
9|1|691|Paso de los Libres|Supermercado|Mitre y Reguera|0|-29.7058|-57.0975|||3230|PASO DE LOS LIBRES|AR-W|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00
9|1|705|La Rioja II|Supermercado|AVENIDA ALEM LEANDRO NICEFORO|678|-29.4018|-66.8531|||5300|LA RIOJA|AR-F|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|2|709|Recta Martinolli ll|Supermercado|AVENIDA RECTA MARTINOLI|8469|-31.3468|-64.2805|||5000|CORDOBA|AR-X|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|1|711|Tandil|Supermercado|ALEM LEANDRO NICEFORO|447|-37.327|-59.1326|||7000|TANDIL|AR-B|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|09:00 a 21:00
9|1|727|Colón y Roca|Supermercado|Colón y Roca|650|-26.8346|-65.2346|||4000|SAN MIGUEL DE TUCUMAN|AR-T|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|1|728|Tafi Viejo|Supermercado|Av. Leandro Alem|618|-26.7299|-65.2614|||4103|TAFI VIEJO|AR-T|09:00 a 14:00 y 17:00 a 22:00|09:00 a 14:00 y 17:00 a 22:00|09:00 a 14:00 y 17:00 a 22:00|09:00 a 14:00 y 17:00 a 22:00|09:00 a 14:00 y 17:00 a 22:00|09:00 a 22:00|08:00 a 22:00
9|1|729|Ledesma - Jujuy|Supermercado|Entre Rios|393|-23.8137|-64.7934|||4512|LEDESMA|AR-Y|08:00 a 13:30 y 17:00 a 22:00|08:00 a 13:30 y 17:00 a 22:00|08:00 a 13:30 y 17:00 a 22:00|08:00 a 13:30 y 17:00 a 22:00|08:00 a 13:30 y 17:00 a 22:00|08:00 a 13:30 y 17:00 a 22:00|08:00 a 22:00
9|1|730|La Banda|Supermercado|25 de Mayo y Chacabuco|0|-27.7298|-64.2436|||4300|SANTIAGO DEL ESTERO|AR-G|09:00 a 14:00 y 17:30 a 22:00|09:00 a 14:00 y 17:30 a 22:00|09:00 a 14:00 y 17:30 a 22:00|09:00 a 14:00 y 17:30 a 22:00|09:00 a 14:00 y 17:30 a 22:00|08:00 a 22:00|08:00 a 22:00
9|1|731|Ituzaingo|Supermercado|Ituzaingó N° 374/376|374|-24.7939|-65.4142|||4400|SALTA|AR-A|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00
9|2|740|Canning|Supermercado|Av. Pedro Dreyer y Ruta 52|0|-34.8546|-58.5047|||1804|CANNING|AR-B|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:00 a 22:00
9|1|741|Barracas|Supermercado|HERRERA|803|-34.6382|-58.3788|||1295|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|09:00 a 21:00
9|1|752|Trelew|Supermercado|Ruta N° 7 y Av. Perón|0|-43.2648|-65.2797|||9100|TRELEW|AR-U|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00
9|1|767|Junin SM 767|Supermercado|ROCA ATALIVA|35|-34.5947|-60.9474|||6000|JUNIN|AR-B|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|09:00 a 21:00
9|1|853|San Luis II|Supermercado|SAN MARTIN|1162|-33.2968|-66.339|||5721|SAN MARTIN|AR-D|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|1|854|Concordia|Supermercado|AVENIDA SAN LORENZO OESTE|233|-31.3844|-58.0212|||3200|CONCORDIA|AR-E|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 22:00
9|1|855|Sexta Sección|Supermercado|Jorge A. Calle Esq. Neuquen|0|-32.8681|-68.8564|||5500|MENDOZA|AR-M|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:00 a 22:00
9|1|856|Las Heras III|Supermercado|Independencia e/Chac|0|-32.8411|-68.8213|||5539|LAS HERAS|AR-M|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|08:00 a 22:00
9|1|857|LA BARRACA|Supermercado|Las Cañas|1833|-32.914|-68.8228|||5519|SAN JOSE DE GUAYMALLEN|AR-M|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|08:00 a 22:00
9|1|887|Santiago Centro|Supermercado|Av. Belgrano Sur N° 433/459|433|-27.7886|-64.2612|||4200|SANTIAGO DEL ESTERO|AR-G|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00
9|1|901|Roca ll Centro|Supermercado|San Juan|2210|-39.0196|-67.586|||8332|GENERAL ROCA|AR-R|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|08:00 a 22:00
9|2|954|Alta Gracia II|Supermercado|Ruta Provincial 5 e/ reconquista y publica|0|-31.6559|-64.4099|||5186|ALTA GRACIA|AR-X|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|1|958|Gobernador del Campo|Supermercado|AVENIDA DEL CAMPO GDOR|1150|-26.8229|-65.177|||4000|SAN MIGUEL DE TUCUMAN|AR-T|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|3|5034|Jumbo Quilmes II|Supermercado|Av. Mitre e/ Juan de Solis y Guido|0|-34.7282|-58.251|||1878|QUILMES|AR-B|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|09:00 a 22:00
9|3|5201|Jumbo Escalada|Hipermercado|AV FERNANDEZ DE LA CRUZ GRAL FRANCISCO|4602|-34.6746|-58.4628|||1439|CIUDAD AUTONOMA BUENOS AIRES|AR-C|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 22:00|09:00 a 22:00
9|3|5202|Jumbo Martínez|Hipermercado|AVENIDA PARANA|3745|-34.5084|-58.5227|||1640|MARTINEZ|AR-B|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 22:00|08:30 a 22:00
9|3|5204|Jumbo Lomas|Hipermercado|FRIAS GRAL EUSTAQUIO|3201|-34.7932|-58.414|||1836|LLAVALLOL|AR-B|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 22:00|09:00 a 22:00
9|3|5205|Jumbo San Martín|Hipermercado|DIAGONAL SAN LORENZO|3773|-34.5633|-58.5585|||1653|VILLA BALLESTER|AR-B|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 22:00|09:00 a 22:00
9|3|5206|Jumbo Palermo|Hipermercado|AVENIDA BULLRICH INTE|345|-34.5745|-58.4272|||1425|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 22:00|08:30 a 22:00
9|3|5207|Jumbo Quilmes|Hipermercado|RUTA NACIONAL CALCHAQUI|3950|-34.7588|-58.2805|||1879|QUILMES OESTE|AR-B|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 22:00|09:00 a 22:00
9|3|5208|Jumbo Morón|Hipermercado|BOULEVARD ROSAS JUAN MANUEL DE|658|-34.6338|-58.6285|||1712|CASTELAR|AR-B|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 22:00|09:00 a 22:00
9|3|5211|Jumbo Pilar|Hipermercado|Las Magnolias|698|-34.4427|-58.8731|||1629|PILAR|AR-B|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 22:00|08:30 a 22:00
9|3|5213|Jumbo Madero Harbour|Hipermercado|E.R. Dellpiane E/ Lanteri y Peñaloz|0|-34.6192|-58.3615|||1107|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|10:00 a 21:00
9|3|5214|Jumbo Escobar|Hipermercado|Ruta Prov 9 esq. Ruta 25|1710|-34.3578|-58.7951|||1625|BELEN DE ESCOBAR|AR-B|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 22:00|09:00 a 21:00
9|3|5216|Jumbo Neuquén|Hipermercado|JJLastra|2400|-38.9596|-68.0925|||8400|NEUQUEN|AR-Q|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 22:00|09:00 a 22:00
9|3|5218|Jumbo Rosario|Hipermercado|Nansen|323|-32.9094|-60.685|||2000|ROSARIO|AR-S|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 22:00|09:00 a 22:00
9|3|5222|Jumbo Mendoza|Hipermercado|BALCARCE GONZALEZ GDOR GRAL JUAN RAMON|897|-32.9169|-68.838|||5501|GODOY CRUZ|AR-M|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30
9|3|5225|Jumbo Vista Pueblo|Hipermercado|AVENIDA SAN MARTIN|6279|-32.9798|-68.8582|||5505|CARRODILLA  LA PUNTILLA|AR-M|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30
9|3|5227|Jumbo Tucuman|Hipermercado|CARIOLA FERMIN|42|-26.822|-65.2615|||4107|YERBA BUENA|AR-T|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|08:00 a 22:00
9|3|5231|Jumbo Almagro|Hipermercado|GUARDIA VIEJA|4558|-34.6|-58.4312|||1192|CIUDAD AUTONOMA BUENOS AIRES|AR-C|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 22:00|09:00 a 22:00
9|3|5251|Jumbo Salta|Hipermercado|20 de Febrero|1437|-24.7726|-65.4129|||4400|SALTA|AR-A|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00
9|3|5259|Jumbo Tronador|Hipermercado|ESTOMBA JUAN RAMON|838|-34.5847|-58.4685|||1427|CIUDAD AUTONOMA BUENOS AIRES|AR-C|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 22:00|09:00 a 22:00
9|3|5260|Jumbo Acoyte|Hipermercado|AVENIDA ACOYTE|702|-34.6106|-58.4401|||1405|CIUDAD AUTONOMA BUENOS AIRES|AR-C|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 22:00|09:00 a 22:00
9|3|5263|Jumbo Juan B. Justo|Hipermercado|AVENIDA JUSTO DR JUAN BAUTISTA|4715|-34.6096|-58.4675|||1416|CIUDAD AUTONOMA BUENOS AIRES|AR-C|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 22:00|09:00 a 22:00
9|3|5275|Jumbo La Palmera|Supermercado|CORRIENTES|449|-34.5081|-58.4771|||1636|OLIVOS|AR-B|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|3|5276|Jumbo Arenales|Supermercado|ARENALES|870|-34.5941|-58.3791|||1061|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|09:00 a 13:00|Cerrado
9|3|5277|Jumbo-Comodoro|Hipermercado|YRIGOYEN HIPOLITO|0|-45.8733|-67.4935|||9005|COMODORO RIVADAVIA|AR-U|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00
9|3|5626|Jumbo Pacheco Novo|Hipermercado|BOULOGNE SUR MER|1275|-34.4745|-58.6257|||1617|GENERAL PACHECO|AR-B|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 22:00|09:00 a 22:00
9|3|5961|Jumbo Av. Santa Fé|Supermercado|AVENIDA SANTA FE|4950|-34.5772|-58.43|||1425|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|08:00 a 22:00|09:00 a 21:00
9|1|943|Paraná|Hipermercado|AVENIDA ALMAFUERTE PROLONG|1670|-31.7551|-60.4993|||3100|PARANA|AR-E|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 22:00
9|2|1|San Isidro.|Supermercado|AVENIDA CENTENARIO|388|-34.4713|-58.5179|||1642|SAN ISIDRO|AR-B|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|2|2|Talcahuano...|Supermercado|TALCAHUANO|1055|-34.5964|-58.3876|||1013|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 22:00
9|2|3|Camacua.|Supermercado|CAMACUA|55|-34.6282|-58.4608|||1406|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|2|4|Vicente López.|Supermercado|AVENIDA MAIPU|1819|-34.5201|-58.4877|||1638|VICENTE LOPEZ|AR-B|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 22:00
9|2|9|Lomas de Zamora.|Supermercado|MEEKS|256|-34.7638|-58.3995|||1832|LOMAS DE ZAMORA|AR-B|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:00 a 22:00
9|1|10|Larrea.|Supermercado|LARREA|833|-34.5985|-58.4032|||1117|CIUDAD AUTONOMA BUENOS AIRES|AR-C|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 A 22:00|10:00 a 21:00
9|2|12|Sucre.|Supermercado|SUCRE MRCAL ANTONIO JOSE DE|1836|-34.5609|-58.452|||1428|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:30|08:00 a 22:00
9|1|13|Santiago Shopping|Hipermercado|Av. Rivadavia esq. Ejercito argentino|0|-27.7786|-64.2578|||2356|SANTIAGO DEL ESTERO|AR-G|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|08:00 a 22:00
9|2|14|Las Heras..|Supermercado|AVENIDA LAS HERAS GRAL JUAN GREGORIO DE|3925|-34.5608|-58.4499|||1425|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|2|15|Salguero.|Supermercado|AVENIDA SALGUERO JERONIMO|2727|-34.5801|-58.4092|||1425|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 22:00
9|2|18|Quintana.|Supermercado|AVENIDA QUINTANA PRES MANUEL|366|-34.5897|-58.3886|||1014|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00
9|1|19|Bulnes.|Supermercado|BULNES|1048|-34.5992|-58.4199|||1176|CIUDAD AUTONOMA BUENOS AIRES|AR-C|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 A 22:00|09:00 a 21:00
9|1|20|Lanus SM 20|Supermercado|AVENIDA YRIGOYEN PRESIDENTE HIPOLITO|4174|-34.7031|-58.3939|||1824|LANUS|AR-B|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:00 a 22:00
9|2|22|Santa Fe.|Supermercado|Avenida Santa Fé|3047|-34.591|-58.4105|||1425|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|2|23|Alto Palermo.|Supermercado|Bulnes|2117|-34.5868|-58.4109|||1425|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 22:00
9|2|25|Rodríguez Peña.|Supermercado|Rodriguez Peña Nicolas|1430|-34.593|-58.3926|||1021|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00
9|2|28|Vélez Sarsfield.|Supermercado|Friuli|1845|-31.4478|-64.199|||5000|CORDOBA|AR-X|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|08:00 a 22:00
9|2|29|Cerro I|Supermercado|Avenida Nuñez Rafaal|4630|-31.363|-64.2367|||5009|CORDOBA|AR-X|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|08:00 a 22:00
9|2|30|Rivadavia.|Supermercado|AVENIDA Rivadavia Bernardino|4905|-34.6172|-58.435|||1424|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 22:00
9|1|32|Buchardo.|Supermercado|Buchardo|1654|-31.4034|-64.1655|||5000|CORDOBA|AR-X|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|2|33|Alta Córdoba.|Supermercado|J. L. cabrera|493|-31.3981|-64.1825|||5000|CORDOBA|AR-X|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
